Level,Stance,Claim,Votes,Comments,Depth,Debate_name,Tot_votes,Mean_vote,Parent_claim,Parent_vote,Parent_stance,Pro,Con
1.2.1.5.1.1,con,the conditions on earth when life started were extreme from our point of view today for example there was no oxygen in the atmosphere similar to many other planets and celestial bodies,"[0, 0, 9, 5, 1]", ,5,alien,15,2.5,life on earth emerged in a particularly unique set of conditions and then adapted to current conditions this would not be available on most planets life would need to initially emerge in conditions analogous to or more extreme than those that in every case found so far require unusual and complex coping mechanisms to survive p 2,0.0,pro,0,0
1.2.2,pro,there is no evidence that life can only survive in one specific set of conditions,"[0, 1, 1, 1, 6]", 14,2,alien,9,3.3,the resilient and adaptable nature of life suggests that life can thrive under conditions other than found on earth,3.7,pro,0,0
1.2.2.3.2,pro,there may be lifeforms based on silicon or sulfide,"[0, 0, 0, 0, 2]", ,4,alien,2,4.0,it is hypothetically possible for there to be types of biochemistry that are not water oxygen or carbon based,0.0,pro,0,0
1.2.3,pro,work in space has already proven that a set of conditions for the transport of lifeforms does not require ongoing support from earth,"[0, 1, 1, 2, 4]", 5,2,alien,8,3.1,the resilient and adaptable nature of life suggests that life can thrive under conditions other than found on earth,3.7,pro,0,0
1.2.5,con,the ability of life to survive after its formation is fully different from its ability to form in the first place,"[2, 0, 2, 0, 4]", 1,2,alien,8,2.5,the resilient and adaptable nature of life suggests that life can thrive under conditions other than found on earth,3.7,pro,0,0
1.2.6,con,an ability or probability is not proof that something actually exists,"[1, 3, 0, 2, 1]", ,2,alien,7,1.9,the resilient and adaptable nature of life suggests that life can thrive under conditions other than found on earth,3.7,pro,0,0
1.3,pro,the size age and properties of the observable universe allow for an extremely high number of planets on which life could emerge and thrive,"[1, 0, 0, 0, 25]", ,1,alien,26,3.8,alien life has existed or does exist,3.0,None,2,2
1.3.1.1,pro,essential ingredients for creating proteins nucleotides dna and rna like free oxygen phosphorus sugar boron molybdenum were not freely accessible on the early earth,"[4, 5, 12, 7, 3]", ,3,alien,31,2.0,the panspermia theory posits that life was transported to earth on asteroids or comets and started somewhere else originally,0.0,pro,0,0
1.3.1.2,pro,microbes viruses and even worms can survive a journey through space some bacteria can even survive a relatively unprotected re entry into earth s atmosphere,"[2, 2, 15, 9, 3]", ,3,alien,31,2.3,the panspermia theory posits that life was transported to earth on asteroids or comets and started somewhere else originally,0.0,pro,0,1
1.3.1.2.2,con,the author of that study attributes their survival to the design of the locker in which they were stored meteorites have no such advantages,"[0, 1, 7, 7, 2]", ,4,alien,17,2.6,microbes viruses and even worms can survive a journey through space some bacteria can even survive a relatively unprotected re entry into earth s atmosphere,2.3,pro,0,0
1.3.1.3,pro,the constant thermal motion radiation and general hellish environment on the young earth might have destroyed naked dna and complex organic molecules this increases the likelihood that life came from outer space as it could not originate from the planet itself,"[1, 8, 13, 2, 2]", 10,3,alien,26,1.8,the panspermia theory posits that life was transported to earth on asteroids or comets and started somewhere else originally,0.0,pro,0,0
1.3.1.4,con,the idea that life has come to earth from space is improbable compared to a simpler idea that life was a product of early earth conditions,"[1, 1, 0, 0, 1]", ,3,alien,3,1.7,the panspermia theory posits that life was transported to earth on asteroids or comets and started somewhere else originally,0.0,pro,0,0
1.3.1.6,con,the trip through space would subject any microorganisms to intense amounts of radiation from stars,"[2, 4, 15, 8, 1]", ,3,alien,30,2.1,the panspermia theory posits that life was transported to earth on asteroids or comets and started somewhere else originally,0.0,pro,0,0
1.3.1.7,con,as we don t know the exact initial circumstances of the creation of life claiming it started somewhere else just pushes the need for evidence into a philosophical realm or worse a belief system,"[4, 0, 0, 1, 0]", ,3,alien,5,0.6,the panspermia theory posits that life was transported to earth on asteroids or comets and started somewhere else originally,0.0,pro,0,0
1.3.2,pro,considering the time dimension of roughly 13 7 billion years for the universe it is probable that extraterrestrial life exists,"[0, 0, 1, 0, 3]", 7,2,alien,4,3.5,the size age and properties of the observable universe allow for an extremely high number of planets on which life could emerge and thrive,3.8,pro,0,0
1.3.3,pro,using the drake equation astrobiologists calculated that there are too many planets that could support life for there to have never been alien life,"[0, 0, 0, 0, 6]", 14,2,alien,6,4.0,the size age and properties of the observable universe allow for an extremely high number of planets on which life could emerge and thrive,3.8,pro,1,1
1.3.3.1,pro,the drake equation shows that even the most conservative estimates allow for a number of intelligent civilisations in our galaxy alone,"[0, 0, 2, 0, 3]", 3,3,alien,5,3.2,using the drake equation astrobiologists calculated that there are too many planets that could support life for there to have never been alien life,4.0,pro,0,0
1.3.3.2.1.1.2.1,pro,a different team of researchers confirmed the existence of water by giving additional evidence of the presence of hydrothermal vents,"[0, 0, 0, 2, 0]", ,7,alien,2,3.0,enceladus has warm water geysers that point to a possible life supporting environment,0.0,pro,0,0
1.3.3.2.1.4.3.2,pro,in 2015 a team of scientists estimated that about 4 5 billion years ago at least one fifth of mars was covered in an ocean more than 450 feet deep such a water formation makes it highly possible that forms of life existed and are now hidden in the martian soil,"[0, 1, 7, 10, 1]", 1,7,alien,19,2.6,mars most probably once had habitable atmosphere and still has liquid water reservoirs,0.0,pro,0,0
1.3.3.2.1.6,con,some scientists believe that plate tectonics are necessary for resource distribution that could sustain life this adds a complicating factor that would limit the number of suitable life sustaining planets,"[0, 0, 1, 0, 1]", ,5,alien,2,3.0,various observed planets are theoretically able to support life,0.0,pro,0,0
1.3.3.2.2.2.2,con,since the miller urey experiment in 1952 there has been a good baseline understanding of the general process of how life was kickstarted on earth,"[0, 2, 4, 6, 4]", 6,6,alien,16,2.7,how life was kick started on earth has still not been completely discovered unless we know this we cannot make claims as to whether other celestial bodies have conditions that are sufficient for organic life,0.0,con,0,0
1.3.3.2.5.2,con,as known life is a product of the earth s location and constitution differently located and constituted planets might be able to create different forms of life,"[0, 1, 8, 4, 1]", ,5,alien,14,2.4,in the context of the wider universe the milky way and earth might be unusually well suited to support organic life for example in terms of the solar system s metallicity,0.0,con,0,0
1.3.3.2.5.3.1,pro,even the next star to our solar system the red dwarf star proxima centauri has an earth sized planet in its habitable zone which could theoretically support liquid water,"[0, 3, 6, 9, 3]", ,6,alien,21,2.6,in the milky way galaxy there are about 75 billion red dwarf stars six percent of these red dwarf stars have an earth sized planet in the habitable zone which is warm enough for crucial life sustaining liquid water on the planet s surface,0.0,con,0,0
1.3.3.2.5.3.2,con,young red dwarf stars have high flare emitting activity which can sterilize and damage the atmospheres of surrounding planets,"[0, 3, 13, 3, 1]", ,6,alien,20,2.1,in the milky way galaxy there are about 75 billion red dwarf stars six percent of these red dwarf stars have an earth sized planet in the habitable zone which is warm enough for crucial life sustaining liquid water on the planet s surface,0.0,con,0,0
1.3.3.4,con,the drake equation was not written for quantification but for stimulating a debate thus it does not calculate anything but proposes that there could be a possibility that alien civilisations exist,"[1, 3, 9, 14, 3]", ,3,alien,30,2.5,using the drake equation astrobiologists calculated that there are too many planets that could support life for there to have never been alien life,4.0,pro,0,0
1.3.4,con,this argument is based on an appeal to probability which is a logical fallacy just because something could happen does not mean it is certain to,"[2, 1, 1, 0, 1]", 7,2,alien,5,1.4,the size age and properties of the observable universe allow for an extremely high number of planets on which life could emerge and thrive,3.8,pro,0,0
1.3.5,con,according to the fermi paradox there is a contradiction between the lack of evidence and high probability estimates,"[1, 2, 1, 0, 1]", 1,2,alien,5,1.6,the size age and properties of the observable universe allow for an extremely high number of planets on which life could emerge and thrive,3.8,pro,1,1
1.3.5.1,pro,the fermi paradox is explainable by the rare earth hypothesis if life were probable we d expect to find more evidence if intelligent life were probable we d almost certainly have already been visited by aliens,"[0, 1, 0, 0, 1]", 5,3,alien,2,2.5,according to the fermi paradox there is a contradiction between the lack of evidence and high probability estimates,1.6,con,0,0
1.3.5.3,con,the fermi paradox accepts that large barriers or filters could be responsible for the extinction of ancient alien life forms with high intellect however it does allow for both former highly intelligent aliens and low intellect forms of life that may be present,"[0, 0, 1, 0, 4]", ,3,alien,5,3.6,according to the fermi paradox there is a contradiction between the lack of evidence and high probability estimates,1.6,con,0,0
1.3.5.3.1.1.2,con,there is no scientific consensus if viruses are alive or not,"[0, 0, 2, 0, 1]", ,6,alien,3,2.7,based on the fact that viruses or virions viruses outside of hosts can be found everywhere on earth in enormously high amounts the oceans alone contain an estimated 10 31 individual virions we can infer that the most likely alien lifeforms are viruses,2.0,pro,0,0
1.4,con,the creation of life by chance may well be such a fantastically improbable event that it has happened only once,"[23, 12, 8, 4, 12]", 5,1,alien,59,1.5,alien life has existed or does exist,3.0,None,2,2
1.4.1,pro,there is no evidence of life emerging independently on earth more than once i e all known life shared a common ancestor luca this is evidence of improbability of the emergence of life,"[1, 3, 0, 4, 0]", ,2,alien,8,1.9,the creation of life by chance may well be such a fantastically improbable event that it has happened only once,1.5,con,0,1
1.4.1.2,con,it might be improbable to happen twice on the scale of a planet but on the scale of the countless planets in the vast universe it might be a regular occurrence,"[0, 0, 0, 0, 2]", ,3,alien,2,4.0,there is no evidence of life emerging independently on earth more than once i e all known life shared a common ancestor luca this is evidence of improbability of the emergence of life,1.9,pro,0,0
1.4.2,pro,there could be different laws of physics throughout the universe that prevent life from emerging elsewhere,"[2, 3, 2, 0, 0]", 10,2,alien,7,1.0,the creation of life by chance may well be such a fantastically improbable event that it has happened only once,1.5,con,0,0
1.4.3,con,scientific findings suggest that the creation of life is not improbable,"[1, 0, 2, 2, 4]", ,2,alien,9,2.9,the creation of life by chance may well be such a fantastically improbable event that it has happened only once,1.5,con,0,0
1.4.5,con,the elements which make up life such as carbon nitrogen oxygen hydrogen phosphorous sodium magnesium potassium are the most common in the universe,"[0, 1, 0, 1, 4]", 3,2,alien,6,3.3,the creation of life by chance may well be such a fantastically improbable event that it has happened only once,1.5,con,0,0
1.5.1,pro,after analyzing thousands of galaxies with nasa s wide field infrared survey explorer wise space telescope penn state researchers could not find any evidence of alien civilizations on the basis of the emitted heat a highly developed civilization s energy supply would cause,"[1, 0, 0, 1, 0]", 4,2,alien,2,1.5,the galaxy is so old that other technological species living in it before us should be obvious by now dyson spheres von neumann probes colonization yet we have no evidence of it,0.0,con,0,2
1.5.1.3,con,it s likely that an advanced civilisation would have highly efficient technology that would not lead to massive amounts of waste heat,"[1, 1, 2, 1, 2]", 1,3,alien,7,2.3,after analyzing thousands of galaxies with nasa s wide field infrared survey explorer wise space telescope penn state researchers could not find any evidence of alien civilizations on the basis of the emitted heat a highly developed civilization s energy supply would cause,1.5,pro,0,0
1.5.1.4,con,the wise search looked for extremely advanced type iii civilizations being unable to find any does not rule out the existence of type ii or lower civilizations for example humanity is a type 0,"[0, 0, 2, 0, 3]", ,3,alien,5,3.2,after analyzing thousands of galaxies with nasa s wide field infrared survey explorer wise space telescope penn state researchers could not find any evidence of alien civilizations on the basis of the emitted heat a highly developed civilization s energy supply would cause,1.5,pro,0,0
1.5.3.2.2,pro,little serious research regarding the search for aliens has been undertaken as governmental and scientific authorities observe a de facto taboo on the subject and its funding,"[0, 2, 6, 7, 2]", 4,4,alien,17,2.5,it has been argued that earth based sightings of evidence for alien species have never been scientifically methodologically studied beyond anecdotal reports of observations,0.0,con,0,0
1.5.4,con,earthlings could be the first to appear long before the universe s most fertile life bearing years therefore aliens might not exist yet,"[0, 1, 0, 0, 1]", 5,2,alien,2,2.5,the galaxy is so old that other technological species living in it before us should be obvious by now dyson spheres von neumann probes colonization yet we have no evidence of it,0.0,con,3,2
1.5.4.1,pro,radiation in the cosmos has decreased that has resulted in a universe that is 20 times more liveable today than it was four billion years ago when life first appeared on earth,"[2, 1, 7, 12, 3]", ,3,alien,25,2.5,earthlings could be the first to appear long before the universe s most fertile life bearing years therefore aliens might not exist yet,2.5,con,0,0
1.5.4.2,pro,red dwarf stars can live up to 10 trillion years compared to that the approximate 13 8 billion years of the universe so far is a blink as the universe is still in its childhood the emergence of life might take more time outside of earth,"[1, 5, 6, 12, 1]", 9,3,alien,25,2.3,earthlings could be the first to appear long before the universe s most fertile life bearing years therefore aliens might not exist yet,2.5,con,0,0
1.5.4.3,pro,life may be about one thousand times more likely to arise in the distant future considering the probability of habitable earth like planets forming over trillions of years,"[1, 3, 9, 11, 1]", ,3,alien,25,2.3,earthlings could be the first to appear long before the universe s most fertile life bearing years therefore aliens might not exist yet,2.5,con,0,0
1.5.4.4,con,the probability that humanity was the first technologically advanced species to be created is less than one in ten billion trillion,"[1, 6, 9, 7, 1]", 8,3,alien,24,2.0,earthlings could be the first to appear long before the universe s most fertile life bearing years therefore aliens might not exist yet,2.5,con,0,0
1.5.4.5,con,we might also be cosmological late bloomers 15 million years after the big bang the cosmic microwave background created mild temperatures which made large parts of the universe habitable and established good conditions for life to develop,"[0, 3, 13, 5, 4]", 12,3,alien,25,2.4,earthlings could be the first to appear long before the universe s most fertile life bearing years therefore aliens might not exist yet,2.5,con,0,0
1.5.5,con,there is no reason to believe that alien life would develop technology along the path human futurists have predicted,"[0, 0, 1, 0, 3]", ,2,alien,4,3.5,the galaxy is so old that other technological species living in it before us should be obvious by now dyson spheres von neumann probes colonization yet we have no evidence of it,0.0,con,0,0
1.5.6,con,the technology available today might not be sufficient to detect alien life,"[0, 0, 1, 0, 1]", 3,2,alien,2,3.0,the galaxy is so old that other technological species living in it before us should be obvious by now dyson spheres von neumann probes colonization yet we have no evidence of it,0.0,con,1,0
1.5.6.2,pro,aliens may be transmitting signals that are not detectable with human senses or technology,"[0, 0, 0, 0, 2]", 2,3,alien,2,4.0,the technology available today might not be sufficient to detect alien life,3.0,con,2,0
1.5.6.2.1,pro,radio transmission has been used only for 100 years by humankind and may soon by replaced by more advanced technologies an alien civilisation could similarly have used radio for only or a short time or even never,"[0, 4, 5, 8, 1]", ,4,alien,18,2.3,aliens may be transmitting signals that are not detectable with human senses or technology,4.0,pro,1,0
1.5.6.2.1.1,pro,a range of radio frequencies in the microwave window are assumed to be highly useful for interstellar communication,"[0, 4, 6, 7, 0]", 3,5,alien,17,2.2,radio transmission has been used only for 100 years by humankind and may soon by replaced by more advanced technologies an alien civilisation could similarly have used radio for only or a short time or even never,2.3,pro,0,0
1.5.6.2.2,pro,aliens may be using other means of communicating which humans are not equipped to detect,"[0, 4, 6, 7, 1]", 10,4,alien,18,2.3,aliens may be transmitting signals that are not detectable with human senses or technology,4.0,pro,0,0
1.5.6.2.3.2,pro,human perception is open to only a tiny share of the whole electromagnetic spectrum this may inhibit our ability to detect some forms of transmission or signals,"[1, 6, 5, 6, 0]", 2,5,alien,18,1.9,there are limits to human perception,0.0,pro,0,0
1.5.6.2.3.3,con,humanity has already put various satellites into space that can see beyond the visible spectrum and recognize for example radio micro and x ray waves,"[0, 1, 3, 6, 0]", ,5,alien,10,2.5,there are limits to human perception,0.0,pro,0,0
1.5.7,con,alien life could have existed in the past the fact that humans have not discovered any evidence is irrelevant as they could just have missed the lifespan of an alien civilization,"[0, 0, 1, 0, 1]", ,2,alien,2,3.0,the galaxy is so old that other technological species living in it before us should be obvious by now dyson spheres von neumann probes colonization yet we have no evidence of it,0.0,con,0,0
1.5.8.4,pro,humans have not discovered a fraction of the universe and therefore the evidence isn t representative at all,"[1, 0, 0, 1, 3]", ,3,alien,5,3.0,to move from the fact that we haven t found definitive proof of aliens to the inference that aliens do not exist is an argument from ignorance,0.0,con,0,0
1.5.8.7,con,although the lack of evidence is not decisive it is justifiable to refuse to agree to a proposition until some evidence or support is provided,"[1, 0, 2, 3, 3]", ,3,alien,9,2.8,to move from the fact that we haven t found definitive proof of aliens to the inference that aliens do not exist is an argument from ignorance,0.0,con,0,0
1.6.1,pro,we have been listening for radio signals from other solar systems since 1960 and have never heard anything,"[0, 0, 2, 2, 2]", 3,2,alien,6,3.0,there has not yet been any form of contact with extraterrestrial beings,0.0,con,0,1
1.6.1.2,con,according to the zoo hypothesis aliens may be purposely preventing us from contacting them so that they do not interrupt humans natural development in short earth might be kind of a zoo for aliens to watch our growth as a species,"[1, 12, 4, 2, 3]", 2,3,alien,22,1.7,we have been listening for radio signals from other solar systems since 1960 and have never heard anything,3.0,pro,0,1
1.6.1.2.1,con,in order for the zoo hypothesis to be true it would be necessary that the universe be dominated by a single highly developed civilization such that it could force all other civilizations to stick to its rules,"[1, 3, 3, 9, 2]", 7,4,alien,18,2.4,according to the zoo hypothesis aliens may be purposely preventing us from contacting them so that they do not interrupt humans natural development in short earth might be kind of a zoo for aliens to watch our growth as a species,1.7,con,0,0
1.6.1.3.1.1.1,pro,the light that could tell an observer that life exists on earth which happened around 15 000 years ago has not yet reached any observer further away than 15 000 light years it has thus made it only 15 of the way through the milky way and only 0 00005 of the way to the most distant galaxy we know of,"[0, 1, 2, 10, 4]", ,6,alien,17,3.0,the distances in space might be too vast for contact the furthest known galaxy is 32 billion light years away from earth and even the outer edge of our galaxy is 100 000 light years away as no message can travel faster than the speed of light this makes communication next to impossible,0.0,pro,0,0
1.6.1.3.1.2,con,the rare earth hypothesis assumes that galactic regions that are suitable for life are rare by this logic there is no reason why other life supporting planets might not actually be very close after all our galactic region is apparently suitable for them,"[1, 7, 5, 3, 0]", 6,5,alien,16,1.6,according to the rare earth hypothesis earth s circumstances are so rare it is conceivable that alien civilizations will be far away this makes it very difficult to communicate or meet them even if they exist,4.0,pro,0,0
1.6.1.3.1.2.1.1,con,that does not mean that we are in such a cluster,"[1, 2, 5, 5, 2]", ,7,alien,15,2.3,true random distribution will result in some clusters close together,0.0,pro,0,0
1.6.1.3.1.2.1.2,con,in the context of the universe s vastness even clusters might be characterized by distances between their individual elements that make communication next to impossible,"[0, 0, 1, 4, 0]", ,7,alien,5,2.8,true random distribution will result in some clusters close together,0.0,pro,0,0
1.6.1.3.2,pro,based on the great filter theory alien life could exist but is incapable of technologically advancing enough for long distance space communication or travel for various reasons,"[0, 3, 6, 8, 2]", 19,4,alien,19,2.5,communication can be extremely difficult or even impossible for various reasons,3.0,con,3,0
1.6.1.3.2.1,pro,the mother planets resources could have been exploited and consumed before the civilizations were able to leave them,"[1, 5, 8, 4, 0]", ,5,alien,18,1.8,based on the great filter theory alien life could exist but is incapable of technologically advancing enough for long distance space communication or travel for various reasons,2.5,pro,0,0
1.6.1.3.2.2,pro,physical space travel and colonisation could generally be too expensive or inefficient,"[0, 2, 6, 9, 1]", ,5,alien,18,2.5,based on the great filter theory alien life could exist but is incapable of technologically advancing enough for long distance space communication or travel for various reasons,2.5,pro,0,0
1.6.1.3.2.3,pro,some sort of global catastrophe could prevent intelligent life from reaching a certain level of technology,"[0, 3, 9, 6, 0]", ,5,alien,18,2.2,based on the great filter theory alien life could exist but is incapable of technologically advancing enough for long distance space communication or travel for various reasons,2.5,pro,0,0
1.6.1.3.3.2,con,this misunderstands what we are listening for if an alien civilisation is persistently using radio waves to communicate once they have started reaching us they ll continue to do so for whatever period of time that civilisation used them,"[1, 1, 0, 2, 3]", 3,5,alien,7,2.7,the time it takes for radio signals to broadcast throughout the universe is much larger than the time we have spent listening for responses,0.0,pro,0,0
1.6.2,con,it is possible that communication with extraterrestrial beings may have been established but this information was withheld from the public,"[0, 0, 0, 1, 1]", ,2,alien,2,3.5,there has not yet been any form of contact with extraterrestrial beings,0.0,con,3,1
1.6.2.1,pro,some people suspect that nasa may be hiding evidence of ufos,"[0, 1, 0, 0, 1]", ,3,alien,2,2.5,it is possible that communication with extraterrestrial beings may have been established but this information was withheld from the public,3.5,con,0,0
1.6.2.2,pro,some believe that the oumuamua is an example of outreach from aliens,"[1, 0, 1, 0, 0]", 3,3,alien,2,1.0,it is possible that communication with extraterrestrial beings may have been established but this information was withheld from the public,3.5,con,0,0
1.6.2.3,pro,it is in the best interest of major world governments to maintain peaceful social order and information about extraterrestrial life could create social disorder,"[0, 0, 1, 0, 1]", 49,3,alien,2,3.0,it is possible that communication with extraterrestrial beings may have been established but this information was withheld from the public,3.5,con,0,0
1.6.2.4,con,without evidence of a coverup well documented unexplained phenomena or other reasons to suspect a global conspiracy it is dubious to assert that one exists,"[0, 0, 0, 0, 2]", 8,3,alien,2,4.0,it is possible that communication with extraterrestrial beings may have been established but this information was withheld from the public,3.5,con,0,0
1.6.3,con,it is possible that extraterrestrial life would intentionally avoid making contact with humans some of which have been discussed through science fiction,"[0, 4, 7, 5, 3]", 12,2,alien,19,2.4,there has not yet been any form of contact with extraterrestrial beings,0.0,con,3,1
1.6.3.1,pro,aliens might just not recognize us as a species worth getting in touch with similar to the story line of orson scott card s ender s game in the book the so called formics are so different from humans that they do not recognize us as a sentient life form and without bother kill hundreds of millions,"[1, 3, 10, 4, 3]", 1,3,alien,21,2.2,it is possible that extraterrestrial life would intentionally avoid making contact with humans some of which have been discussed through science fiction,2.4,con,1,0
1.6.3.1.1,pro,alien civilization could be millions of years ahead of mankind and look at us like we do at ants,"[0, 5, 6, 3, 3]", ,4,alien,17,2.2,aliens might just not recognize us as a species worth getting in touch with similar to the story line of orson scott card s ender s game in the book the so called formics are so different from humans that they do not recognize us as a sentient life form and without bother kill hundreds of millions,2.2,pro,1,0
1.6.3.1.1.1,pro,earth is estimated to be about 4 5 billion years old the universe is estimated to be about 13 8 billion years old this difference leaves plenty of room for other species to get a head start compared to humans,"[0, 4, 4, 8, 1]", ,5,alien,17,2.4,alien civilization could be millions of years ahead of mankind and look at us like we do at ants,2.2,pro,0,0
1.6.3.3,pro,according to the mediocrity principle which can be interpreted as suggesting that there is nothing extraordinary about humanity in a universe that likely contains other species there is no special reason for aliens to contact the inhabitants of earth,"[0, 4, 7, 2, 1]", 12,3,alien,14,2.0,it is possible that extraterrestrial life would intentionally avoid making contact with humans some of which have been discussed through science fiction,2.4,con,0,0
1.6.3.4,pro,aliens might refrain from contacting us as they are cautious as the scifi literature has it even a vastly superior species might fall prey to unexpected problems just as the martians in h g well s the war of the worlds unexpectedly die from microbial infections to which they have no immunity,"[0, 4, 9, 5, 2]", 1,3,alien,20,2.2,it is possible that extraterrestrial life would intentionally avoid making contact with humans some of which have been discussed through science fiction,2.4,con,0,0
1.6.3.4.1.1,pro,similar to how stephen hawking argues that we should stay silent and try to avoid contact with alien species so might aliens stay quiet out of caution and fear,"[1, 3, 3, 9, 0]", ,5,alien,16,2.2,aliens might be outright scared earth or its inhabitants may seem threatening to them,0.0,pro,0,0
1.6.3.5,con,aliens that have developed radio communication would likely broadcast their presence whether they want to or not,"[1, 0, 0, 0, 1]", ,3,alien,2,2.0,it is possible that extraterrestrial life would intentionally avoid making contact with humans some of which have been discussed through science fiction,2.4,con,0,0
1.6.3.6.1,pro,technological progress requires a constant gain of information and knowledge curiosity is the key factor that provokes this process if aliens discovered and use technology it is very likely curiosity is an attribute of their character as well,"[0, 1, 4, 9, 0]", ,4,alien,14,2.6,intelligence and curiosity are characteristics linked on a neuronal level were aliens intelligent enough to contact others then like humans they would likely do so,2.0,con,0,0
1.6.3.6.2,con,human beings evolved as curious creatures due to our particular environmental conditions which reward curiousity and exploration it is entirely plausible that life evolving elsewhere in the universe would encounter inverse conditions that select against such a trait,"[0, 3, 8, 3, 0]", ,4,alien,14,2.0,intelligence and curiosity are characteristics linked on a neuronal level were aliens intelligent enough to contact others then like humans they would likely do so,2.0,con,0,0
1.6.3.6.3,con,the behaviour of a significantly more intelligent being is completely unknown and unguessable to humans we have not enough data to extrapolate,"[0, 6, 4, 7, 1]", ,4,alien,18,2.2,intelligence and curiosity are characteristics linked on a neuronal level were aliens intelligent enough to contact others then like humans they would likely do so,2.0,con,0,0
1.6.3.6.4,con,there is absolutely no proof that alien civilizations are comparable to humans in terms of intelligence and curiosity,"[0, 4, 8, 6, 0]", ,4,alien,18,2.1,intelligence and curiosity are characteristics linked on a neuronal level were aliens intelligent enough to contact others then like humans they would likely do so,2.0,con,0,0
1.1,pro,feminist spaces are open and accepting places for political discussion,"[2, 1, 3, 1, 0]", 4,1,feminism-is-a-force,7,1.4,feminism is a force for good in the world,2.7,None,3,2
1.1.1,pro,feminism creates a space for women s views concerns and issues to be heard in what has traditionally been and continues to be a political environment very much dominated by men,"[0, 0, 2, 1, 0]", 8,2,feminism-is-a-force,3,2.3,feminist spaces are open and accepting places for political discussion,1.4,pro,3,2
1.1.1.1,pro,feminism helps breed recognition and support for under represented female leaders and ideas,"[0, 1, 2, 1, 0]", 1,3,feminism-is-a-force,4,2.0,feminism creates a space for women s views concerns and issues to be heard in what has traditionally been and continues to be a political environment very much dominated by men,2.3,pro,2,1
1.1.1.1.1,pro,the existence of powerful female leaders can change social perceptions of women s abilities and opportunities this could make it possible for more women to advance in a range of roles,"[0, 0, 2, 1, 0]", ,4,feminism-is-a-force,3,2.3,feminism helps breed recognition and support for under represented female leaders and ideas,2.0,pro,0,0
1.1.1.1.2,pro,female leaders can provide inspiration for other women who aspire to positions of influence,"[0, 0, 2, 1, 0]", ,4,feminism-is-a-force,3,2.3,feminism helps breed recognition and support for under represented female leaders and ideas,2.0,pro,0,0
1.1.1.1.3,con,there is no reason to believe that women particularly benefit from other women holding leadership positions,"[0, 1, 3, 0, 1]", ,4,feminism-is-a-force,5,2.2,feminism helps breed recognition and support for under represented female leaders and ideas,2.0,pro,1,1
1.1.1.1.3.1,pro,margaret thatcher ex british prime minister notoriously decried feminism and stood against advancements justified on the basis of gender,"[0, 0, 2, 1, 0]", ,5,feminism-is-a-force,3,2.3,there is no reason to believe that women particularly benefit from other women holding leadership positions,2.2,con,0,0
1.1.1.1.3.2,con,female leaders understand the specific problems facing women from a first person perspective in a way that a male leader cannot this different perspective makes change in a world that often overlooks women,"[0, 0, 3, 0, 0]", ,5,feminism-is-a-force,3,2.0,there is no reason to believe that women particularly benefit from other women holding leadership positions,2.2,con,0,0
1.1.1.2,pro,as women gain equal rights societies become more peaceful making it more likely that the voices of others are considered in politics,"[0, 0, 2, 1, 0]", 1,3,feminism-is-a-force,3,2.3,feminism creates a space for women s views concerns and issues to be heard in what has traditionally been and continues to be a political environment very much dominated by men,2.3,pro,1,1
1.1.1.2.1,pro,conflicts are 35 more likely to be resolved and remain peaceful for another 15 years when there are women involved in the formal peace process,"[0, 0, 2, 1, 0]", 1,4,feminism-is-a-force,3,2.3,as women gain equal rights societies become more peaceful making it more likely that the voices of others are considered in politics,2.3,pro,0,0
1.1.1.2.2,con,as terfs take on powerful roles in society perpetuating colonial and exploitative thinking many women may be excluded lose their rights and feel like their voice is not being considered,"[0, 0, 2, 1, 0]", 4,4,feminism-is-a-force,3,2.3,as women gain equal rights societies become more peaceful making it more likely that the voices of others are considered in politics,2.3,pro,0,0
1.1.1.3,pro,feminism keeps women s rights in popular discourse and at the top of people s minds,"[0, 1, 3, 0, 1]", ,3,feminism-is-a-force,5,2.2,feminism creates a space for women s views concerns and issues to be heard in what has traditionally been and continues to be a political environment very much dominated by men,2.3,pro,2,1
1.1.1.3.1,pro,banners for feminist marches are often eye catching drawing attention both at the time and at later art exhibitions this keeps the campaign goal in people s memories,"[0, 0, 2, 1, 0]", ,4,feminism-is-a-force,3,2.3,feminism keeps women s rights in popular discourse and at the top of people s minds,2.2,pro,0,0
1.1.1.3.2,pro,the guerrilla girls a feminist art collective keep their critiques of museum cultures within the public consciousness with their bold and engaging activism,"[0, 0, 3, 0, 0]", ,4,feminism-is-a-force,3,2.0,feminism keeps women s rights in popular discourse and at the top of people s minds,2.2,pro,0,0
1.1.1.3.3,con,increased social media use makes it easier to highlight injustice it may be that certain platforms help to keep women s rights relevant rather than the nature of the feminist movement itself,"[0, 0, 3, 0, 0]", ,4,feminism-is-a-force,3,2.0,feminism keeps women s rights in popular discourse and at the top of people s minds,2.2,pro,0,0
1.1.1.4,con,it is unlikely that men in politics are wholly free from the influence of women they probably advocate for the women in their lives whose interests they care about,"[0, 0, 3, 0, 0]", 14,3,feminism-is-a-force,3,2.0,feminism creates a space for women s views concerns and issues to be heard in what has traditionally been and continues to be a political environment very much dominated by men,2.3,pro,1,1
