;Level;Stance;Claim;Votes
505;1.0;con;A judge in a court of law has every right to prescribe the necessary course of action, whether they would or wouldn't like to be on the receiving end of the same judgement. Their obligation is to the law, not to the defendant.;['0', '0', '2', '0', '1']
506;1.0;con;By the same argument, an aborted child also has to live (or rather die) with their mother's decision and it's likely they would be far more offended themselves were they given the chance to be part of the discussion concerning their termination.;['1', '0', '2', '0', '1']
507;1.0;pro;Women have a moral right to bodily autonomy.;['5', '3', '3', '2', '12']
508;1.0;pro;We do not give people the right to use other's people's body to use or sustain them without express and ongoing consent. If women want to remove that consent, they should be able to do so by having an abortion.;['0', '0', '0', '1', '0']
509;1.0;pro;Decisions which largely impact on an individual and their body should ultimately be made by that individual rather than by the state.;['1', '0', '1', '1', '1']
510;1.0;pro;The state allows individuals to make decisions even if they could harm other people.;['1', '0', '1', '0', '1']
511;1.0;pro;For example, people are not required to donate blood or put their life at risk to protect others even if it would save other people.;['0', '0', '0', '2', '0']
512;1.0;con;You are not required to put your life at risk to protect your child but you are required by law to take care of it. This argument supports the case for abortion where there is a high likelihood of death to the mother, but does not support a general right to choose abortion.;['0', '0', '2', '0', '1']
513;1.0;con;The state has the power to prevent actions that harm others, not to compel actions to prevent harm. The two are not the same.;['0', '1', '1', '0', '1']
514;1.0;pro;The law cannot compel someone to jump in and save a drowning man, but it can intervene if a person take actions to drown another person.;['0', '0', '0', '2', '0']
515;1.0;con;The state limits bodily autonomy and the actions of individuals through laws such as banning drugs, in recognition that this is best for society.;['1', '1', '2', '0', '1']
516;1.0;pro;Legally, you can't do anything you want to with your body. For example, prostitution is illegal in many places.;['1', '0', '2', '0', '1']
517;1.0;con;"Prohibitions against prostitution do not prevent one from having sex with someone else; but prohibits the consideration (in the contractual sense) of money or property. Thus, the criminality of prostitution is a commercial law, not a restriction on bodily autonomy.";['1', '0', '1', '1', '1']
518;1.0;con;Some societies have decriminalized drug use (Portugal) or sex work (Netherlands, Germany) because they recognize that criminalizing this behavior doesn't help people and can harm society.;['1', '0', '1', '1', '0']
519;1.0;con;"Society cannot trample the individual on a whim. It is generally recognized that the individual has specific rights that society cannot overrule without what is referred to in law as an ""overriding state interest"".";['1', '0', '2', '0', '1']
520;1.0;pro;The only reliable basis we have on which to consider this issue is in relation to a woman's right to bodily autonomy.;['11', '4', '4', '4', '3']
521;1.0;pro;We lack the necessary philosophical understanding to determine conclusively when sentience begins in a meaningful way.;['2', '0', '2', '0', '0']
522;1.0;pro;Denial of abortion rights is simply another way in which the patriarchy attempts to control what women do with their own bodies.;['12', '2', '4', '3', '7']
523;1.0;pro;In patriarchal societies, women have experienced a great deal of violence that involves assaulting their bodies through domestic violence or sexual assault. Giving women control over their bodies is an important step in acknowledging that they, not men, should be able to determine what happens to them.;['1', '0', '1', '1', '1']
524;1.0;con;Sexual assault and domestic violence are unfortunate. In these cases, the perpetrator should be given a fair trial and have to deal with appropriate punishments determined by the court.;['2', '1', '1', '0', '1']
525;1.0;con;"Being forced into the life of a traumatized mother who didn't want to have it would punish the ""baby"" even more while further traumatizing the mother.";['0', '0', '0', '0', '1']
526;1.0;pro;Women's ability to carry children and give birth does not mean she should be limited or restricted by her reproductive functions in ways which men are not.;['1', '1', '1', '0', '2']
527;1.0;pro;By removing the ability of women to choose to opt out of pregnancies they do not desire, women become far more controlled by their reproductive systems.;['0', '1', '0', '1', '0']
528;1.0;con;If opposition to abortion is motivated by attempts to control women, it is unclear why pro life groups also oppose human cloning and embryonic stem cell research which have nothing specific to do with women.;['0', '0', '1', '0', '1']
529;1.0;con;There is very little percentage difference between men (42%) and women (38%) who believe abortion should be illegal in all or most cases, or in the percentage of women (59%) and men (55%) who believe it should be legal in all/most cases. If the patriarchy is a factor at all, it is not a significant one.;['0', '1', '1', '0', '1']
530;1.0;pro;Elizabeth Blackwell, an early feminist and the first woman to get a medical degree, was also strongly pro-life. It is unlikely that she was a part of the patriarchy.;['0', '0', '2', '0', '0']
531;1.0;con;There is a difference in the amount of men and women in political positions that ultimately end up creating the laws surrounding these issues. The patriarchy isn't just ground-level, it's about a larger system of inherent bias, including positions of power (aka the government).;['0', '1', '0', '1', '0']
532;1.0;con;Something being part of the patriarchy does not mean that it is believed or executed only or mostly by men. Slut-shaming is a clear example of this, being both an element of the patriarchal system and done by a vast number of women as well as men.;['1', '1', '1', '0', '0']
533;1.0;con;The fact many prominent pro-life groups such as Live Action, Students for Life, and PLAGAL are lead by women makes it difficult to argue that the entire movement is controlled by the patriarchy.;['1', '1', '0', '0', '0']
534;1.0;con;Women can also uphold the patriarchy.;['0', '0', '1', '2', '0']
535;1.0;pro;Internalized misogyny is prevalent among women, on account of patriarchal structures, and can lead to anti-abortion attitudes.;['0', '0', '1', '1', '0']
536;1.0;con;Women may uphold the patriarchy when they get some sort of material benefit from doing so, but it is unclear what this benefit might be in the case of holding pro-life views.;['0', '0', '1', '0', '0']
537;1.0;pro;Women have a legal claim to a right to abortion.;['14', '3', '3', '1', '8']
538;1.0;pro;Individual freedom is the basis of the US constitution. There is no right more fundamental then the choices we make about our own bodies. If we do not have that right, then none of the others matter.;['1', '1', '1', '0', '1']
539;1.0;pro;In the US, the Supreme Court decided that bodily autonomy was an unenumerated right that could be inferred from privacy protections in the constitution.;['0', '0', '0', '0', '0']
540;1.0;pro;Banning abortion betrays the role of government as preserving liberty as stated in the Declaration of Independence.;['1', '1', '1', '0', '0']
541;1.0;con;The fetus is not part of the woman's body but a separate entity, and therefore the woman is not just making a decision about her own body when it comes to abortion.;['12', '4', '4', '5', '32']
542;1.0;pro;Given this, the rights of the fetus cannot be subsumed by the pregnant person's right to bodily autonomy, much in the same way that people cannot violate each other's rights.;['0', '0', '1', '0', '0']
543;1.0;con;If the child is a seperate entity to the pregant person, there exists no special moral obligation or relationship between them. They ought to be treated as strangers.;['0', '0', '1', '0', '0']
544;1.0;pro;"If it turned out that one was a unique kidney donor match for someone, it would not be reasonable for the law to force that person to violate their bodily autonomy to save a life of ""a separate entity"".";['0', '0', '0', '1', '0']
545;1.0;pro;If the fetus is not part of a woman's body, the woman inherently has the right to remove it from her body.;['0', '0', '1', '0', '0']
546;1.0;con;Pregnancy is a natural process and is not a permanent state, whereas losing a kidney is an artificial operation and is permanent. Therefore, they come with different obligations to others.;['1', '1', '1', '0', '0']
547;1.0;pro;Pregnancy is a natural process which leads to the development of a child. Abortion requires actively interfering with this development, which is different to simply not acting to donate a kidney, even if it could save a life.;['0', '0', '0', '0', '0']
548;1.0;con;Neither naturalness or permanence are material factors that address bodily autonomy.;['0', '0', '1', '0', '0']
549;1.0;con;Plausibly, permanence does impact bodily autonomy. If someone has permanently lost an organ through a violation of bodily autonomy they suffer the consequences of this for much longer.;['0', '0', '1', '0', '0']
550;1.0;con;It doesn't matter if a process is natural, since appealing to naturalism is a logical fallacy.;['0', '0', '1', '0', '0']
551;1.0;con;Unlike in the case of a stranger, a pregnant person, in some cases, makes a choice that leads to the pregnancy. As such, the moral relationship is not like that between strangers.;['0', '0', '1', '0', '0']
552;1.0;con;The relationship between a pregnant person and the fetus is not like that between strangers because the fetus is directly dependent upon the person to stay alive.;['0', '0', '1', '0', '0']
553;1.0;con;Legalised abortion could put some women in a position where they are coerced or forced to have an abortion that they do not want, which would also not give them bodily autonomy.;['7', '9', '8', '0', '4']
554;1.0;pro;Legalized abortion gives parents an opportunity to blackmail their daughter to go through with an unwanted abortion.;['1', '2', '0', '0', '1']
555;1.0;con;It is far easier for someone to be forced into an illegal abortion (due to the lack of criteria and consultation) than it is to go through the process of obtaining a legal abortion without the coercion being picked up on.;['0', '1', '1', '0', '0']
556;1.0;con;This is unlikely to be an issue in the vast majority of cases, and therefore it is still better to give women the ability to choose abortion, as many women want to, even though it may result in a small number being manipulated.;['1', '0', '2', '0', '0']
557;1.0;con;The idea that we should remove bodily autonomy to prevent the potential loss of bodily autonomy is the most categoric example of an oxymoron.;['0', '0', '0', '0', '3']
558;1.0;pro;Being coerced or forced to have an abortion in itself deprives the right of bodily autonomy regardless whether abortion is legalised or not.;['0', '1', '1', '0', '0']
559;1.0;con;Bodily autonomy is not an unlimited or absolute right.;['5', '7', '5', '3', '13']
560;1.0;pro;Individual liberty ends where another individual's liberties begin. As biology holds that a human life begins at conception, regardless of where one stands on the personhood or value of that life, the woman's freedom to make choices cannot supersede the liberty and rights of the human life inside her.;['3', '0', '2', '1', '4']
561;1.0;pro;In the ~87% of cases where rape (1%) and maternal health (12%) were not cited as reasons for the abortion, bodily autonomy of the mother does not usurp bodily autonomy of the fetus (p. 113).;['0', '2', '1', '0', '1']
562;1.0;con;Civil rights only apply to members of a society. A fetus is not an independently viable organism, so it cannot be a member of such a society. It therefore has no legitimate claim on the right to liberty.;['1', '0', '1', '1', '1']
563;1.0;con;Newborn infants are not independently viable either, and yet, we accept them as part of society.;['0', '0', '1', '0', '1']
564;1.0;con;A baby's life begins at conception but its liberty begins at birth. Until then its life depends on the mother's choices just like her own life. In fact they are biologically one.;['0', '1', '1', '0', '1']
565;1.0;con;Even after birth, the baby is still dependant on the mother. It is even more dependant because no longer feeds by itself from the mother's nutrients as it did during pregnancy.;['0', '1', '1', '0', '1']
566;1.0;con;Modern society could not sustain a position of individual liberty before birth. These individuals would need to be identified (i.e. Social Security numbers) and provided with the rights and applicable services of other born individuals.;['1', '0', '2', '1', '1']
567;1.0;con;Modern society is able to adapt to providing the unborn with rights, services, and a social security number or other form of identification.;['0', '0', '2', '0', '1']
568;1.0;con;Even if bodily autonomy is not unlimited this does not make any argument as to whether making abortion illegal is an appropriate limitation.;['1', '0', '2', '1', '1']
569;1.0;pro;It is impossible to give a fetus 'equal rights' to the person carrying it. To claim that a fetus has an inviolable right to life is to say that it should be born regardless of circumstances, even if it seriously harms or kills the pregnant person.;['1', '1', '1', '0', '0']
570;1.0;pro;Pregnancy symptoms can be severe and can involve life-threatening illnesses.;['0', '0', '1', '1', '0']
571;1.0;pro;The hormonal and psychological shifts that occur during pregnancy put some women at an increased risk for mental illnesses, such as anxiety and depression.;['1', '0', '1', '1', '1']
572;1.0;pro;Many women suffer from postpartum depression.;['1', '1', '1', '1', '2']
573;1.0;pro;This is especially true in women who miscarry or in cases where the child is stillborn or has such a severe illness that it does not live for very long.;['1', '1', '0', '1', '1']
574;1.0;pro;Depression after a miscarriage is usually most severe immediately after a pregnancy is lost. In one study, researchers discovered that after a year, women who had a miscarriage experienced rates of depression similar to those of women who didn’t have a miscarriage.;['1', '0', '2', '1', '0']
575;1.0;con;A miscarriage or stillborn baby is 100% dead (or non-living, depending on your view). If a mother fears for this outcome of their fetus, an abortion should also be feared because it confirms the death of the fetus. However, if the mother chooses not to have an abortion, the chances of the fetus surviving birth is non-zero.;['0', '1', '1', '1', '2']
576;1.0;con;There are cases where an abortion would be for the best even when the mother wants the child. This ban on abortion caused a mother serious psychological trauma by forcing her to feel her baby die in her for 3 days before being able to get a stillborn removed. Abortion in this case was the more humane option.;['1', '0', '2', '0', '0']
577;1.0;con;If a stillborn child or child that doesn't live for very long causes an increased risk of depression, then a child terminated in the womb would cause an even greater increase of risk of depression.;['0', '0', '2', '1', '1']
578;1.0;pro;A study in the British Journal of Psychiatry found that women had a 37% higher risk of depression due to abortion compared to term birth. Stillbirth only has an 11% higher depression risk compared to term birth and it declines over time.;['0', '0', '1', '0', '0']
579;1.0;con;Depression is only a possible post-birth complication, not a guaranteed outcome.;['0', '2', '0', '1', '1']
580;1.0;con;Society doesn't give depressed mothers the right to kill their infants or toddlers, so depression in and of itself is not an ethically justifiable reason to terminate life.;['0', '0', '2', '1', '3']
581;1.0;con;Postpartum depression affects 1 in 10 women, and is especially common in circumstances where the mother has a history of mental health problems. As depression is a serious and potentially life-threatening mental illness, these concerns can be a fair and legitimate factor when deciding whether to terminate an unwanted pregnancy.;['2', '1', '2', '0', '0']
582;1.0;con;As society does not consider it morally permissible to allow mothers with known depression to kill their infant children, it would be even less morally permissible for a mother to kill an unborn child on the sole basis of potential future depression.;['0', '1', '1', '1', '2']
583;1.0;con;While postpartum depression is common, the risk of self-harm comes from postpartum psychosis which is more rare. The postpartum suicide rate is less than 2 out of every 100,000 births. This is around the same risk as the mother dying from hemorrhage/placenta previa or eclampsia/pre-eclampsia.;['0', '0', '3', '0', '1']
584;1.0;con;Screening questionnaires, doctor follow-ups, and local resources greatly mitigate the risks of a women with postpartum psychosis committing suicide.;['0', '1', '2', '0', '1']
585;1.0;con;Many women who have abortions suffer a lifetime of depression and guilt as a result of terminating their pregnancies.;['0', '0', '3', '1', '1']
586;1.0;con;US researchers followed nearly 1,000 women who sought abortions nationwide for five years and found that those who had abortions did not experience more depression, anxiety, low self-esteem or dissatisfaction with life than those who were denied it.;['1', '1', '0', '2', '0']
587;1.0;con;Abortion causes the death of the fetus and death is more severe than anxiety or depression.;['1', '1', '2', '0', '2']
588;1.0;con;Restrictions on abortion services have been associated with increased infant and increased maternal mortality risk, which is more severe for both the mother and the birthed infant than an early first trimester abortion.;['0', '0', '1', '0', '0']
589;1.0;pro;By definition, preventing abortion is torture. It punishes people for getting pregnant and forces them to give birth, all with a painful process.;['1', '0', '2', '0', '1']
590;1.0;con;Preventing abortion is not torture because actual torturers intend to inflict as much pain as possible on their victim and do not care about preserving human life, whereas pro-lifers are motivated by a desire to preserve human life, and also want to minimize the pain of pregnancy, childhood, and motherhood as much as possible. This is why they set up pregnancy resource centers to help women with unplanned pregnancies.;['0', '0', '1', '0', '0']
591;1.0;pro;Child-birth is a dangerous and complicated medical procedure.;['1', '1', '0', '1', '1']
592;1.0;pro;Even in developed nations, with world class health care systems, there is still a non-zero chance that individuals may die whilst giving birth. Women who are under the age of 15, older mothers, and women from lower income groups are particularly at risk.;['1', '0', '0', '2', '1']
593;1.0;pro;As long as the risk of death during childbirth remains non-zero, it is unethical to force a person to continue their pregnancy.;['1', '1', '0', '1', '2']
594;1.0;pro;In the U.S., approximately two to three women die in childbirth every day.;['1', '1', '1', '0', '2']
595;1.0;con;The “non-zero” argument suggests that, since we cannot attain a perfect situation (e.g. perfect birthing surgery), we may as well accept the potential consequences of bad situations (e.g. miscarriages) and not act to reduce those consequences. This implies that we should give up anything where perfection is unlikely to be attained.;['0', '3', '1', '0', '1']
596;1.0;pro;For example, we may as well give up cars because the chances of having an accident is non-zero.;['0', '0', '1', '0', '0']
597;1.0;con;Nobody is claiming that childbirth in general isn't worth it due to risk of death. The key point here is allowing the woman to have the choice to bear that risk, or not to.;['1', '0', '2', '0', '1']
598;1.0;pro;Even under ideal medical supervision each case can be potentially lethal to women. No one can be forced to undergo a risky medical procedure. Some women know that they will have complications. They can't be forced to risk their lives.;['1', '0', '1', '1', '1']
599;1.0;pro;There are many common types of pregnancy complications.;['1', '0', '1', '1', '2']
600;1.0;pro;In the US, 6 to 8% of pregnancies are high risk.;['1', '1', '1', '0', '2']
601;1.0;con;Most births aren't that complicated. Child birth has been ongoing since time immemorial.;['1', '2', '1', '0', '1']
602;1.0;con;Abortions have also been ongoing for centuries, if not millennia.;['1', '1', '1', '0', '3']
603;1.0;pro;The Bruce effect is a type of abortion that exists in nature.;['1', '1', '1', '0', '1']
604;1.0;pro;The health risks associated with a late abortion, are still less than the health risks associated with childbirth.;['0', '0', '1', '1', '1']
605;1.0;con;Fathers-to-be experience hormonal changes during pregnancy as well.;['1', '2', '0', '0', '0']
606;1.0;con;Fathers will still never feel the physical effects of childbirth in the way mothers do.;['0', '0', '1', '1', '1']
607;1.0;con;The small hormonal changes in men during pregnancy cannot be compared to the drastic changes women's bodies have to go through.;['1', '0', '2', '0', '2']
608;1.0;con;If the unborn child poses a risk to the life of the mother the aim is to deliver the child, not to kill it. This might pose an additional risk to the child if delivered very early but is not an abortion, e.g. aiming to kill the baby.;['2', '2', '0', '0', '1']
609;1.0;con;The fetus's rights should trump the mother's rights because the mother, in most pregnancies, is responsible for causing this conflict-of-rights situation.;['1', '0', '1', '0', '3']
610;1.0;con;It is likewise not clear that the maternal right to bodily autonomy and self preservation necessarily trumps the fetus' right to life. This is the crux of the entire debate and may be unresolvable.;['1', '2', '1', '0', '4']
611;1.0;con;All other things equal, the right to life should trump the right to bodily autonomy because the right to life is more fundamental than the right to bodily autonomy and the ending of one's life could also be seen as a violation of bodily autonomy.;['0', '0', '1', '0', '5']
612;1.0;pro;Life is required first for one to have any other right, including autonomy.;['0', '0', '0', '1', '1']
613;1.0;con;Life begins before conception. Sperm and ova are both alive. Romanticising the next step is illogical, as an embryo has little more potential to become someone than its separate parts had to become that same someone.;['2', '2', '2', '1', '4']
614;1.0;pro;The spermatozoon and the oocyte (which fuse at conception to produce the zygote) are both alive. Thus life does not begin at conception.;['0', '0', '1', '0', '0']
615;1.0;con;Sperm and ova don't contain a full human's DNA separately. They need to be combined for a life to occur and for it to start growing into a human.;['0', '0', '0', '1', '0']
616;1.0;con;Human cloning is inevitable. At that point perhaps one source of DNA may suffice.;['2', '1', '0', '0', '0']
617;1.0;con;"A sperm or ovum in its natural environment by itself will never become an adult human being; a zygote in its natural environment (a womb) can.";['0', '0', '1', '0', '0']
618;1.0;con;A zygote lacks a mind or perception. It does not matter if it is destroyed as long as it's with the consent of the mother. The potential to be a person is not equivalent to personhood.;['0', '0', '0', '0', '0']
619;1.0;con;The bodily autonomy of the fetus cannot be exercised because the will of the fetus cannot be known. That is, the fetus did not choose to be conceived. In that sense, the will of the fetus is just as likely to be violated in allowing its birth as in preventing it.;['0', '2', '2', '0', '0']
620;1.0;con;"It is not true that ""the will of the fetus is just as likely to be violated in allowing its birth as in preventing it"" because statistically, most people who are born do not wish to be killed.";['0', '0', '1', '0', '0']
621;1.0;pro;Only 9.2% of people ever experience suicidal ideation. This would probably be even lower if their option for death was one of the grisly methods involved in modern abortions.;['0', '0', '0', '1', '0']
622;1.0;con;This is an overly optimistic view. Childhood neglection, violence and trauma can amount to an ordeal that is all but destroying a child from within.;['1', '1', '1', '0', '1']
623;1.0;pro;Many women may want to commit to work and education, without having to worry about getting derailed in life due to an unplanned pregnancy.;['2', '1', '4', '1', '1']
624;1.0;pro;Between 1970 and 1990 The Pill accounted for nearly three quarters of the increase in the number of women who became doctors and lawyers. The right to abortion contributed significantly to the same phenomenon.;['0', '1', '0', '1', '2']
625;1.0;con;The contraceptive pill is not the same as abortion. Any attempt to equate them is misleading and incorrect.;['0', '1', '2', '1', '0']
626;1.0;pro;Improved levels of education, increased demand for lawyers and doctors, changes in traditional beliefs that women should work, and TV shows depicting women doing more than just minding kids likely all contributed to an increase in women professionals too.;['0', '0', '1', '1', '0']
627;1.0;con;The Pill and abortions are not equal, but in effect they complement each other - they give women the power to determine their readiness for reproduction.;['0', '0', '1', '1', '1']
628;1.0;con;With The Pill, large numbers of college women could embark on careers that involved long-term, up-front time commitments in education and training as physicians, lawyers, veterinarians, managers, and academics, among others. A pregnancy could derail a career, but The Pill enabled women to stay on track.;['0', '0', '1', '1', '1']
629;1.0;con;In the 1960s - when The Pill was introduced in the US - employers could (without penalty) fire a woman who got pregnant.;['0', '0', '2', '0', '1']
630;1.0;con;Those women can avoid unplanned pregnancies through abstinence or use of contraception.;['0', '0', '1', '0', '0']
631;1.0;con;If a mother is incapable of raising her child, it is both the moral and legal duty of the government to look after the child. By choosing to legalize abortion, the government is washing its hands of this responsibility. The government should uphold the sanctity of fundamental rights to even the unborn child.;['6', '5', '7', '2', '5']
632;1.0;pro;The government has a duty to protect and provide for its citizens.;['0', '0', '2', '0', '2']
633;1.0;con;Some governments, such as the American one, can't afford healthcare, let alone raising all the children that parents don't want.;['1', '0', '2', '0', '1']
634;1.0;con;This reasoning indicates that there are no responsible stakeholders but the individual and the government, which is not true. The larger family and the individuals' communities can and do take on responsibilities to help the parents. The government can be expected to create an environment where all the stakeholders are enhanced for the good of the parents and the children.;['0', '1', '1', '0', '0']
635;1.0;con;There are cases where a woman feels like she is not equipped when in fact she is. In these cases she only needs more self confidence, not an abortion.;['9', '7', '8', '2', '5']
636;1.0;pro;Some women may only need to see their own strength. They might end up seeing children as giving purpose and meaning to their life.;['0', '2', '0', '0', '1']
637;1.0;pro;Prenatal depression is a factor that might push a pregnant woman towards abortion. Were it to be treated she might decide otherwise.;['1', '1', '1', '0', '1']
638;1.0;con;The fact that a small percentage of women may suffer from prenatal depression is not a strong enough reason to deprive all women of the right to choose to have an abortion.;['1', '1', '1', '0', '1']
639;1.0;con;In the cases where the mother feels like she is not equipped, she would be better served by help and guidance, rather than being forced to go through it.;['1', '1', '1', '0', '0']
640;1.0;pro;There are well-known mothers in the news who were found to not be mentally equipped for the job at all. Andrea Yates, Tamara Butler, and Christina Treadway, for example. Pro-birth pundits should focus on care for mothers which would help both the born and unborn.;['0', '0', '1', '0', '0']
641;1.0;con;The remote possibility that an extremely mentally deranged woman could end up doing terrible things is not a reason for a relatively healthy woman to have an abortion.;['1', '0', '2', '0', '1']
642;1.0;con;These examples while horrific, are outliers, not representative of the general population. The vast majority of women are perfectly capable of raising children. Many do not see their own strength.;['0', '0', '2', '0', '1']
643;1.0;con;Women often have a multitude of sources to help them with this decision including friends, family, the father, a doctor, counselors and so on.;['1', '1', '1', '0', '0']
644;1.0;con;The woman in question should be the one to decide what is best for her. If society sees her as able to handle the responsibility of raising a child, she should also be able to make other decisions concerning her own life.;['0', '0', '2', '0', '0']
645;1.0;con;It is not the place of society, legislators or the government to assert whether or not a woman needs confidence or an abortion. Passing laws based upon the assertion of what someone ought to do is a slippery slope that could lead to other assertions about what people ought to do.;['1', '0', '2', '0', '0']
646;1.5;pro;Access to legal abortion improves the health and safety of women.;['9', '5', '2', '8', '33']
647;1.0;pro;Pregnancy and childbirth can be gruelling and have huge and varying impacts on women’s physical and mental wellbeing.;['2', '3', '2', '4', '1']
648;1.0;pro;Women's bodies change significantly as a result of pregnancy. Many women may feel less attractive because of the stretch marks and weight gain.;['3', '3', '2', '2', '2']
649;1.0;con;There is an increasing trend in positivity towards stretch marks.;['1', '2', '0', '0', '0']
650;1.0;con;While pregnancy can take a toll on the body, the woman can work to minimize this and recover to some degree.;['0', '1', '1', '0', '2']
651;1.0;con;There's no reason a woman should be required to deal with this toll in the first place.;['0', '0', '2', '0', '1']
652;1.0;pro;Abortion has less physical impact on people than pregnancy does.;['4', '2', '0', '2', '5']
653;1.0;pro;Women who get abortions are less likely to have complications than people who have their wisdom teeth removed.;['2', '0', '2', '0', '3']
654;1.0;con;In rare cases, abortions can cause dangerous and potentially life-threatening complications, such as infection of the womb, some of the pregnancy remaining in the womb, excessive bleeding, damage to the cervix, or damage to the womb.;['1', '3', '1', '0', '3']
655;1.0;con;It's still good to keep them legal because legal abortions are safer than illegal abortions.;['0', '0', '0', '1', '0']
656;1.0;pro;Illegal abortions have huge risks associated with them.;['0', '0', '0', '1', '0']
657;1.0;pro;The methods used by women when they are unable to legally have an abortion are very unsafe. This can lead to infection, internal injuries, toxic shock, and a range of other medical complications.;['0', '0', '1', '0', '1']
658;1.0;pro;25% of the women who survive unsafe abortion suffer long-term health complications (5 million out of 19,932,000).;['1', '0', '1', '1', '2']
659;1.0;pro;An estimated 100,000-240,000 Texas women have self-induced abortions (most commonly with black market misoprostol/Cytotec) since restrictive abortion laws that forced the closing of many Texas abortion clinics were passed in 2013.;['2', '1', '1', '0', '1']
660;1.0;pro;The methods used in illegal abortions often include the use of a sharp object to break the amniotic sac to induce an abortion, the use of abortifacients, and pumping toxic mixtures inside a women's body.;['0', '0', '1', '0', '0']
661;1.0;con;The solution is to educate women about the risks of unsafe self-abortions so that they not attempted at all.;['0', '3', '1', '0', '1']
662;1.0;con;This does not address the source of the problem.;['1', '1', '1', '1', '1']
663;1.0;pro;Nearly 70,000 women die and 7 million develop dangerous complications every year because they aren't able to access a safe and legal abortion.;['0', '0', '0', '1', '1']
664;1.0;pro;In Romania, more than 9,000 women died between 1965 and 1989 due to complications with illegal abortions. This was under Ceausescu's rule and at a time when access to abortion was extremely limited.;['0', '0', '1', '0', '1']
665;1.0;pro;Legalised abortion furthermore has a great impact on reducing maternal mortality, as seen in Romania after the liberalization of abortion in 1989 (p. 20).;['0', '1', '1', '0', '1']
666;1.0;con;The WHO estimates 40-50 million annual abortions. Each adult life would have to be worth over 7142 fetuses for the above claim to be valid.;['2', '0', '2', '0', '4']
667;1.0;con;Fetuses are merely potential at best, making them inherently worth less than actual people.;['1', '0', '1', '0', '1']
668;1.0;con;The fewer abortions there are, the more women there are who would die from childbirth. The adult life being worth 7,000 fetuses is an unfair comparison because women making it without harm isn't recorded, whereas abortions are.;['2', '0', '2', '0', '2']
669;1.0;con;Dr. Bernhard Nathanson testified that the pro-choice movement has grossly inflated the statistics on maternal deaths due to illegal abortion.;['0', '0', '1', '0', '1']
670;1.0;con;Many of these can also happen when giving birth to a child.;['1', '1', '1', '0', '4']
671;1.0;pro;Damage to the cervix can happen while giving birth. The cervix and vagina can tear.;['1', '0', '2', '0', '1']
672;1.0;pro;Some of the pregnancy remaining isn't only an issue with abortion. The placenta can be retained after birth and cause health problems.;['1', '1', '1', '0', '1']
673;1.0;con;The overall mental hardships of going through an abortion are more severe than those of just being pregnant.;['4', '3', '2', '2', '1']
674;1.0;pro;A 2003 study found an increased risk of preterm delivery and mood disorders, such as depression, in women with previous abortions as compared to women who had not had previous abortions.;['0', '0', '0', '0', '0']
675;1.0;pro;A study published in the British Journal of Psychiatry found that women who aborted had an 81% increased risk of mental disorders due to abortion, with 10% of that risk able to be directly related to the effects of abortion as compared to women who went to term and the other 71% correlative.;['1', '2', '0', '0', '2']
676;1.0;pro;The study showed women who get an abortion are 34% more likely to develop an anxiety disorder, 37% more likely to experience depression, 110% more likely to abuse alcohol, 155% more likely to commit suicide and 220% more likely to abuse marijuana.;['0', '0', '1', '0', '0']
677;1.0;con;Negative emotional and psychological experiences after abortion are often linked to the individual's own views about whether a fetus is a life from the point of conception. This suggests that people will have very different reactions to abortion depending on their beliefs, and reaffirms the view that it is therefore best for women determine the right choice for them.;['1', '0', '2', '1', '0']
678;1.0;con;This study does not distinguish between mental health outcomes that occurred before abortions and those that occurred afterward, but still claimed to show a causal link between abortion and mental disorders.;['1', '0', '1', '1', '1']
679;1.0;con;Several researchers and the editor of the Journal found that there were serious issues with methodology and analysis.;['0', '0', '1', '0', '0']
680;1.0;pro;A 2007 study found that women who aborted had an increased risk of later substance abuse or dependance than women who gave birth.;['0', '1', '1', '1', '2']
681;1.0;con;The mental hardships of pregnancy and the mental hardships of abortion are different for different people. Thus, women should be able to choose, based on their own needs.;['2', '0', '0', '1', '4']
682;1.0;con;Nursing an infant is gruelling and takes a huge toll on the body, yet society doesn't treat that as an ethical excuse for the mother to kill the infant.;['5', '1', '2', '1', '3']
683;1.0;con;The situations are not comparable. A nursing mother can raise her child with the help of infant formula or a wet nurse.;['1', '1', '1', '0', '1']
684;1.0;pro;When abortion is banned, many women who do not want a child seek out illegal abortions.;['2', '1', '3', '3', '9']
685;1.0;pro;When abortion is banned, in practice this means that only women who can afford it can access safe abortion, since it is more expensive when illegal.;['4', '0', '1', '1', '8']
686;1.0;pro;Getting a safe abortion when it is illegal is more expensive and in low-income countries, a significant fraction of the population cannot afford it.;['1', '0', '0', '1', '0']
687;1.0;pro;Women who are denied abortions are three times more likely to be living below the poverty line two years later than women who are able to access them.;['0', '0', '1', '1', '1']
688;1.0;pro;If abortions will happen anyway, it is preferable to make them as safe as possible so at least the women survive the procedure.;['0', '0', '0', '5', '13']
689;1.0;pro;Countries in which abortion is available have similar abortion rates to countries in which abortion is illegal.;['0', '0', '1', '1', '1']
690;1.0;pro;Comparing OECD countries with and without legal abortion shows that legalisation of abortion does not lead to irresponsible behaviour, while allowing more self determination.;['1', '0', '2', '0', '1']
